,escola,sexo,idade,endereco,tamanho familia,status pais,educ. mae,educ. pai,emprego mae,emprego pai,motivo escola,responsavel,tempo viagem,tempo estudo,reprovacoes,suporte escola,suporte familia,aulas pagas,atividades extra,frequentou creche,quer ensino superior,internet em casa,relacionamento,relacao familiar,tempo livre,sair com amigos,alcool dia util,alcool fim semana,saude,faltas,nota periodo 1,nota periodo 2,nota final
195,gabriel pereira,feminino,17,urbano,<=3 pessoas,juntos,fund. ii,superior,servicos,servicos,curso,pai,menos de 15 min,2 a 5h,nenhuma,nao,nao,nao,sim,sim,sim,sim,sim,boa,medio,pouco,muito baixo,muito baixo,muito boa,0,14,15,15
196,gabriel pereira,masculino,17,urbano,>3 pessoas,juntos,superior,superior,servicos,professor(a),proximidade,mae,menos de 15 min,menos de 2h,nenhuma,nao,nao,nao,nao,sim,sim,sim,nao,excelente,pouco,medio,muito baixo,baixo,muito boa,4,17,15,16
197,gabriel pereira,masculino,16,rural,<=3 pessoas,juntos,ensino medio,ensino medio,professor(a),outro,proximidade,pai,30 min a 1h,menos de 2h,nenhuma,nao,sim,sim,sim,sim,sim,sim,nao,regular,medio,bastante,medio,muito alto,regular,8,9,9,10
198,gabriel pereira,feminino,17,urbano,>3 pessoas,juntos,superior,superior,servicos,professor(a),proximidade,mae,15 a 30 min,menos de 2h,1 vez,nao,sim,nao,nao,sim,sim,sim,nao,boa,pouco,bastante,baixo,medio,ruim,24,18,18,18
199,gabriel pereira,feminino,16,urbano,<=3 pessoas,juntos,superior,superior,professor(a),professor(a),reputacao,mae,menos de 15 min,2 a 5h,nenhuma,nao,sim,sim,nao,sim,sim,sim,nao,boa,muito,pouco,muito baixo,baixo,regular,0,9,9,10
200,gabriel pereira,feminino,16,urbano,>3 pessoas,juntos,superior,ensino medio,saude,outro,proximidade,mae,menos de 15 min,2 a 5h,nenhuma,nao,sim,nao,sim,sim,sim,sim,nao,boa,medio,muito,muito baixo,muito alto,ruim,2,16,16,16
201,gabriel pereira,feminino,16,urbano,>3 pessoas,juntos,fund. ii,ensino medio,outro,outro,reputacao,mae,menos de 15 min,2 a 5h,nenhuma,sim,sim,sim,sim,sim,sim,nao,nao,boa,bastante,medio,muito baixo,medio,boa,6,8,10,10
202,gabriel pereira,feminino,17,urbano,>3 pessoas,juntos,fund. i,fund. i,outro,outro,curso,mae,menos de 15 min,2 a 5h,nenhuma,nao,sim,sim,nao,nao,sim,nao,nao,boa,bastante,bastante,muito baixo,medio,muito ruim,4,9,9,10
203,gabriel pereira,feminino,17,rural,>3 pessoas,juntos,fund. ii,fund. ii,outro,outro,reputacao,mae,menos de 15 min,menos de 2h,nenhuma,nao,sim,nao,nao,sim,sim,sim,nao,excelente,medio,pouco,muito baixo,baixo,regular,18,7,6,6
204,gabriel pereira,feminino,16,rural,>3 pessoas,juntos,fund. ii,fund. ii,servicos,servicos,reputacao,mae,15 a 30 min,mais de 10h,nenhuma,nao,sim,sim,sim,nao,sim,sim,nao,excelente,medio,muito,muito baixo,muito baixo,muito boa,6,10,10,11
205,gabriel pereira,feminino,17,urbano,>3 pessoas,juntos,ensino medio,superior,do lar,servicos,proximidade,mae,menos de 15 min,5 a 10h,1 vez,nao,sim,sim,nao,sim,sim,sim,sim,boa,bastante,medio,medio,alto,muito boa,28,10,9,9
206,gabriel pereira,feminino,16,urbano,>3 pessoas,separados,ensino medio,fund. i,servicos,outro,curso,mae,menos de 15 min,2 a 5h,3 ou mais,nao,sim,sim,nao,sim,sim,sim,nao,ruim,medio,medio,baixo,baixo,boa,5,7,7,7
207,gabriel pereira,feminino,16,urbano,>3 pessoas,juntos,superior,ensino medio,professor(a),outro,outro,mae,menos de 15 min,2 a 5h,nenhuma,nao,nao,sim,sim,sim,sim,sim,sim,muito ruim,medio,pouco,muito baixo,muito baixo,muito ruim,10,11,12,13
208,gabriel pereira,feminino,16,urbano,>3 pessoas,juntos,fund. i,fund. i,do lar,outro,proximidade,mae,15 a 30 min,menos de 2h,nenhuma,nao,sim,sim,nao,sim,sim,nao,nao,boa,medio,pouco,muito baixo,alto,muito boa,6,9,9,10
209,gabriel pereira,feminino,17,rural,>3 pessoas,juntos,superior,ensino medio,professor(a),outro,reputacao,mae,15 a 30 min,5 a 10h,nenhuma,nao,sim,sim,sim,sim,sim,sim,sim,boa,bastante,pouco,muito baixo,muito baixo,boa,6,7,7,7
210,gabriel pereira,feminino,19,urbano,>3 pessoas,juntos,ensino medio,ensino medio,outro,outro,reputacao,outro,menos de 15 min,mais de 10h,nenhuma,nao,sim,sim,sim,sim,sim,sim,nao,boa,medio,medio,muito baixo,baixo,regular,10,8,8,8
211,gabriel pereira,masculino,17,urbano,<=3 pessoas,juntos,superior,superior,servicos,outro,proximidade,mae,menos de 15 min,2 a 5h,nenhuma,nao,sim,sim,nao,sim,sim,sim,sim,excelente,medio,muito,alto,muito alto,regular,13,12,12,13
212,gabriel pereira,feminino,16,urbano,>3 pessoas,separados,fund. ii,fund. ii,outro,outro,reputacao,mae,menos de 15 min,2 a 5h,nenhuma,sim,sim,sim,nao,sim,sim,sim,nao,regular,medio,bastante,muito baixo,muito baixo,boa,0,12,13,14
213,gabriel pereira,masculino,18,urbano,>3 pessoas,juntos,fund. ii,fund. ii,servicos,outro,proximidade,mae,menos de 15 min,2 a 5h,1 vez,nao,sim,sim,sim,sim,sim,sim,nao,boa,bastante,bastante,baixo,alto,muito boa,15,6,7,8
214,gabriel pereira,feminino,17,rural,<=3 pessoas,juntos,superior,superior,servicos,outro,outro,mae,menos de 15 min,menos de 2h,nenhuma,nao,sim,sim,nao,sim,sim,nao,nao,excelente,pouco,muito pouco,muito baixo,baixo,regular,12,8,10,10
215,gabriel pereira,feminino,17,urbano,<=3 pessoas,juntos,ensino medio,fund. ii,outro,outro,reputacao,mae,15 a 30 min,2 a 5h,nenhuma,nao,nao,sim,nao,sim,sim,sim,nao,boa,bastante,bastante,muito baixo,medio,muito ruim,2,14,15,15
216,gabriel pereira,feminino,17,urbano,>3 pessoas,juntos,superior,ensino medio,outro,outro,reputacao,mae,menos de 15 min,2 a 5h,2 vezes,nao,nao,sim,nao,sim,sim,sim,sim,regular,bastante,muito,baixo,alto,muito ruim,22,6,6,4
217,gabriel pereira,masculino,18,urbano,<=3 pessoas,juntos,ensino medio,ensino medio,servicos,saude,proximidade,pai,menos de 15 min,2 a 5h,1 vez,nao,sim,sim,nao,sim,sim,sim,nao,regular,pouco,bastante,baixo,alto,boa,13,6,6,8
218,gabriel pereira,feminino,17,urbano,>3 pessoas,juntos,fund. ii,ensino medio,do lar,outro,proximidade,pai,15 a 30 min,menos de 2h,nenhuma,nao,sim,sim,nao,sim,sim,nao,nao,regular,medio,medio,muito baixo,alto,regular,3,7,7,8
219,gabriel pereira,feminino,17,urbano,>3 pessoas,juntos,fund. ii,fund. ii,do lar,do lar,curso,mae,menos de 15 min,5 a 10h,nenhuma,nao,sim,sim,sim,sim,sim,sim,nao,boa,medio,medio,muito baixo,muito baixo,boa,4,9,10,10
220,gabriel pereira,feminino,17,rural,>3 pessoas,juntos,fund. ii,fund. i,do lar,servicos,reputacao,mae,15 a 30 min,2 a 5h,nenhuma,nao,sim,nao,sim,sim,sim,sim,nao,boa,pouco,muito,muito baixo,baixo,muito boa,2,6,6,6
221,gabriel pereira,feminino,17,urbano,>3 pessoas,juntos,fund. i,fund. i,do lar,outro,reputacao,mae,menos de 15 min,5 a 10h,1 vez,nao,sim,nao,sim,sim,sim,nao,sim,boa,medio,bastante,muito baixo,muito baixo,muito boa,0,6,5,0
222,gabriel pereira,feminino,16,urbano,>3 pessoas,juntos,fund. ii,ensino medio,servicos,professor(a),outro,mae,menos de 15 min,2 a 5h,nenhuma,sim,nao,nao,nao,sim,sim,sim,nao,ruim,medio,muito pouco,muito baixo,muito baixo,regular,2,16,16,17
223,gabriel pereira,masculino,18,urbano,>3 pessoas,juntos,fund. ii,fund. ii,outro,outro,proximidade,mae,15 a 30 min,2 a 5h,nenhuma,nao,sim,sim,nao,sim,sim,sim,nao,regular,medio,medio,muito alto,muito alto,boa,0,12,13,13
224,gabriel pereira,feminino,16,urbano,>3 pessoas,juntos,superior,superior,professor(a),servicos,proximidade,mae,menos de 15 min,5 a 10h,nenhuma,nao,sim,nao,sim,nao,sim,sim,nao,excelente,medio,pouco,muito baixo,muito baixo,muito boa,0,13,13,14
225,gabriel pereira,feminino,18,rural,>3 pessoas,juntos,ensino medio,fund. i,outro,outro,reputacao,mae,menos de 15 min,2 a 5h,1 vez,nao,nao,nao,sim,sim,sim,sim,sim,excelente,medio,medio,muito baixo,muito baixo,boa,16,9,8,7
226,gabriel pereira,feminino,17,urbano,>3 pessoas,juntos,ensino medio,fund. ii,outro,outro,curso,mae,menos de 15 min,2 a 5h,nenhuma,nao,nao,nao,sim,nao,sim,sim,nao,excelente,medio,bastante,muito baixo,medio,regular,10,16,15,15
227,gabriel pereira,masculino,17,urbano,<=3 pessoas,juntos,fund. ii,ensino medio,servicos,servicos,reputacao,pai,menos de 15 min,2 a 5h,nenhuma,nao,sim,sim,nao,nao,sim,sim,nao,excelente,medio,medio,muito baixo,medio,regular,2,12,11,12
228,gabriel pereira,masculino,18,urbano,<=3 pessoas,juntos,fund. ii,fund. i,do lar,outro,curso,mae,mais de 1h,2 a 5h,nenhuma,sim,sim,sim,sim,sim,sim,sim,sim,boa,medio,pouco,alto,muito alto,regular,14,10,8,9
229,gabriel pereira,feminino,17,urbano,>3 pessoas,separados,fund. ii,fund. i,outro,outro,curso,mae,15 a 30 min,5 a 10h,nenhuma,nao,nao,nao,sim,sim,sim,sim,sim,regular,pouco,medio,muito baixo,baixo,regular,10,12,10,12
230,gabriel pereira,feminino,17,urbano,<=3 pessoas,juntos,superior,ensino medio,saude,outro,reputacao,pai,menos de 15 min,2 a 5h,nenhuma,nao,nao,nao,sim,sim,sim,sim,sim,regular,pouco,medio,muito baixo,baixo,regular,14,13,13,14
231,gabriel pereira,masculino,17,rural,>3 pessoas,juntos,fund. ii,fund. ii,outro,outro,curso,pai,15 a 30 min,2 a 5h,nenhuma,nao,sim,sim,sim,sim,sim,sim,nao,boa,muito,pouco,muito baixo,muito baixo,muito ruim,4,11,11,11
232,gabriel pereira,masculino,17,urbano,>3 pessoas,juntos,superior,superior,professor(a),professor(a),reputacao,mae,menos de 15 min,2 a 5h,nenhuma,sim,sim,nao,sim,sim,sim,sim,sim,boa,muito,muito,muito baixo,medio,ruim,14,11,9,9
233,gabriel pereira,masculino,16,urbano,>3 pessoas,juntos,superior,superior,saude,outro,reputacao,pai,menos de 15 min,2 a 5h,nenhuma,nao,sim,sim,sim,sim,sim,sim,nao,boa,pouco,bastante,baixo,alto,muito ruim,2,14,13,13
234,gabriel pereira,masculino,16,urbano,<=3 pessoas,juntos,fund. i,fund. i,outro,outro,proximidade,mae,15 a 30 min,2 a 5h,nenhuma,nao,sim,sim,nao,sim,sim,sim,nao,regular,bastante,pouco,muito baixo,muito baixo,muito boa,18,9,7,6
235,gabriel pereira,masculino,16,urbano,>3 pessoas,juntos,ensino medio,fund. ii,do lar,outro,reputacao,mae,15 a 30 min,5 a 10h,nenhuma,nao,nao,nao,sim,sim,sim,sim,sim,excelente,medio,medio,muito baixo,medio,ruim,10,11,9,10
236,gabriel pereira,masculino,17,urbano,<=3 pessoas,juntos,fund. ii,fund. ii,outro,outro,proximidade,pai,menos de 15 min,2 a 5h,nenhuma,nao,nao,sim,sim,nao,sim,sim,sim,boa,bastante,pouco,muito alto,muito alto,boa,4,14,13,13
237,gabriel pereira,feminino,16,urbano,>3 pessoas,juntos,fund. ii,fund. i,outro,outro,proximidade,mae,menos de 15 min,menos de 2h,nenhuma,nao,nao,nao,nao,sim,sim,sim,sim,boa,muito,pouco,muito baixo,muito baixo,muito boa,20,13,12,12
238,gabriel pereira,feminino,17,rural,>3 pessoas,juntos,fund. ii,fund. i,do lar,servicos,curso,mae,30 min a 1h,2 a 5h,nenhuma,nao,nao,nao,sim,sim,sim,nao,nao,ruim,muito pouco,muito pouco,muito baixo,muito baixo,regular,2,13,11,11
239,gabriel pereira,masculino,18,urbano,>3 pessoas,juntos,fund. ii,fund. ii,outro,servicos,reputacao,pai,menos de 15 min,2 a 5h,1 vez,nao,nao,nao,nao,sim,nao,sim,nao,excelente,muito,bastante,medio,muito alto,ruim,0,7,7,0
240,gabriel pereira,masculino,17,urbano,<=3 pessoas,juntos,superior,ensino medio,saude,outro,curso,mae,15 a 30 min,2 a 5h,nenhuma,nao,nao,nao,sim,sim,sim,sim,sim,ruim,muito,muito,muito baixo,alto,muito boa,14,12,12,12
241,gabriel pereira,masculino,17,rural,<=3 pessoas,separados,superior,superior,professor(a),outro,curso,mae,15 a 30 min,2 a 5h,nenhuma,nao,sim,sim,nao,sim,sim,sim,nao,regular,medio,medio,baixo,medio,boa,2,10,11,12
242,gabriel pereira,masculino,16,urbano,<=3 pessoas,juntos,superior,ensino medio,professor(a),outro,curso,mae,menos de 15 min,menos de 2h,nenhuma,nao,nao,nao,sim,nao,sim,sim,nao,excelente,bastante,muito,muito baixo,muito baixo,regular,0,6,0,0
243,gabriel pereira,masculino,16,urbano,>3 pessoas,juntos,superior,superior,servicos,servicos,curso,mae,menos de 15 min,menos de 2h,nenhuma,nao,nao,nao,sim,sim,sim,sim,nao,excelente,medio,pouco,muito baixo,baixo,muito boa,0,13,12,12
244,gabriel pereira,feminino,18,urbano,>3 pessoas,juntos,fund. ii,fund. i,outro,outro,curso,outro,15 a 30 min,5 a 10h,nenhuma,nao,sim,sim,nao,nao,sim,sim,sim,boa,bastante,bastante,muito baixo,muito baixo,regular,0,7,0,0
245,gabriel pereira,masculino,16,urbano,>3 pessoas,juntos,fund. ii,fund. i,outro,outro,curso,mae,30 min a 1h,menos de 2h,nenhuma,nao,nao,nao,nao,sim,sim,sim,nao,boa,medio,medio,muito baixo,muito baixo,boa,6,18,18,18
246,gabriel pereira,masculino,17,urbano,>3 pessoas,juntos,fund. ii,ensino medio,outro,outro,curso,pai,15 a 30 min,menos de 2h,nenhuma,nao,nao,nao,nao,sim,sim,sim,nao,excelente,pouco,pouco,muito baixo,muito baixo,ruim,4,12,12,13
247,gabriel pereira,masculino,22,urbano,>3 pessoas,juntos,ensino medio,fund. i,servicos,servicos,outro,mae,menos de 15 min,menos de 2h,3 ou mais,nao,nao,nao,nao,nao,nao,sim,sim,excelente,bastante,muito,muito alto,muito alto,muito ruim,16,6,8,8
248,gabriel pereira,masculino,18,rural,<=3 pessoas,juntos,ensino medio,ensino medio,outro,servicos,curso,mae,menos de 15 min,2 a 5h,1 vez,nao,sim,nao,nao,sim,sim,sim,sim,boa,medio,medio,muito baixo,medio,muito boa,8,3,5,5
249,gabriel pereira,masculino,16,urbano,>3 pessoas,juntos,sem educacao,fund. ii,outro,outro,outro,mae,menos de 15 min,menos de 2h,nenhuma,nao,nao,sim,nao,nao,sim,sim,nao,boa,medio,pouco,baixo,alto,muito boa,0,13,15,15
250,gabriel pereira,masculino,18,urbano,>3 pessoas,juntos,ensino medio,fund. ii,servicos,outro,curso,mae,15 a 30 min,menos de 2h,1 vez,nao,nao,nao,nao,sim,nao,sim,nao,boa,bastante,muito,baixo,alto,muito boa,0,6,8,8
251,gabriel pereira,masculino,16,urbano,>3 pessoas,juntos,ensino medio,ensino medio,do lar,outro,reputacao,outro,30 min a 1h,2 a 5h,nenhuma,sim,sim,nao,nao,nao,sim,sim,nao,excelente,medio,medio,muito baixo,medio,ruim,6,7,10,10
252,gabriel pereira,masculino,18,urbano,>3 pessoas,juntos,fund. ii,fund. i,servicos,servicos,outro,mae,menos de 15 min,menos de 2h,1 vez,nao,nao,nao,nao,nao,nao,sim,nao,regular,pouco,muito,baixo,muito alto,muito boa,4,6,9,8
253,gabriel pereira,masculino,16,rural,>3 pessoas,juntos,fund. ii,fund. i,outro,outro,curso,mae,15 a 30 min,menos de 2h,nenhuma,nao,nao,nao,sim,nao,sim,nao,nao,regular,medio,pouco,muito baixo,medio,regular,0,8,9,8
254,gabriel pereira,masculino,17,rural,>3 pessoas,juntos,fund. ii,fund. i,outro,outro,curso,mae,menos de 15 min,menos de 2h,nenhuma,nao,nao,nao,nao,nao,sim,sim,nao,boa,bastante,pouco,baixo,alto,muito boa,0,8,12,12
255,gabriel pereira,masculino,17,urbano,<=3 pessoas,juntos,fund. i,fund. i,saude,outro,curso,mae,15 a 30 min,menos de 2h,1 vez,nao,sim,nao,sim,sim,sim,sim,nao,boa,bastante,bastante,muito baixo,baixo,muito boa,2,7,9,8
256,gabriel pereira,feminino,17,urbano,<=3 pessoas,juntos,superior,fund. ii,professor(a),servicos,reputacao,mae,menos de 15 min,mais de 10h,nenhuma,nao,sim,sim,sim,sim,sim,sim,nao,boa,pouco,medio,muito baixo,muito baixo,boa,6,14,12,13
257,gabriel pereira,masculino,19,urbano,<=3 pessoas,separados,superior,ensino medio,servicos,do lar,reputacao,mae,menos de 15 min,2 a 5h,nenhuma,nao,sim,nao,nao,sim,sim,sim,nao,boa,medio,muito pouco,muito baixo,muito baixo,muito ruim,12,11,11,11
258,gabriel pereira,masculino,18,urbano,>3 pessoas,juntos,fund. ii,fund. i,outro,outro,proximidade,mae,menos de 15 min,2 a 5h,nenhuma,nao,nao,nao,sim,sim,sim,sim,nao,excelente,pouco,bastante,muito baixo,baixo,boa,8,15,14,14
259,gabriel pereira,feminino,17,urbano,<=3 pessoas,juntos,fund. ii,fund. ii,servicos,servicos,curso,pai,menos de 15 min,mais de 10h,nenhuma,nao,nao,sim,sim,sim,sim,sim,sim,regular,bastante,muito pouco,muito baixo,muito baixo,ruim,0,10,9,0
260,gabriel pereira,feminino,18,urbano,>3 pessoas,juntos,superior,ensino medio,servicos,outro,proximidade,pai,menos de 15 min,2 a 5h,nenhuma,nao,sim,sim,nao,sim,sim,sim,sim,regular,muito pouco,pouco,muito baixo,medio,ruim,21,17,18,18
261,gabriel pereira,masculino,18,urbano,>3 pessoas,juntos,superior,ensino medio,professor(a),outro,curso,mae,menos de 15 min,2 a 5h,nenhuma,nao,sim,sim,nao,nao,sim,sim,nao,boa,medio,pouco,muito baixo,muito baixo,regular,2,8,8,8
262,gabriel pereira,masculino,18,rural,>3 pessoas,juntos,ensino medio,fund. ii,outro,outro,curso,mae,menos de 15 min,5 a 10h,nenhuma,nao,nao,nao,sim,nao,sim,nao,nao,excelente,medio,pouco,muito baixo,muito baixo,regular,1,13,12,12
263,gabriel pereira,feminino,17,urbano,>3 pessoas,juntos,ensino medio,ensino medio,outro,outro,proximidade,mae,menos de 15 min,5 a 10h,nenhuma,nao,nao,nao,sim,nao,sim,nao,nao,regular,pouco,medio,muito baixo,muito baixo,boa,4,10,9,9
264,gabriel pereira,feminino,18,urbano,>3 pessoas,juntos,fund. ii,fund. ii,do lar,servicos,proximidade,mae,menos de 15 min,5 a 10h,nenhuma,nao,sim,sim,sim,sim,sim,sim,sim,boa,medio,medio,muito baixo,muito baixo,regular,0,9,10,0
265,gabriel pereira,masculino,18,rural,<=3 pessoas,separados,ensino medio,superior,outro,outro,reputacao,mae,15 a 30 min,2 a 5h,nenhuma,nao,sim,sim,sim,sim,sim,sim,nao,boa,pouco,muito,medio,alto,muito ruim,13,17,17,17
266,gabriel pereira,masculino,17,urbano,>3 pessoas,juntos,ensino medio,fund. i,servicos,outro,outro,mae,menos de 15 min,2 a 5h,nenhuma,nao,nao,sim,sim,sim,sim,sim,sim,excelente,bastante,bastante,medio,alto,muito boa,2,9,9,10
267,gabriel pereira,feminino,18,rural,>3 pessoas,juntos,superior,superior,professor(a),outro,reputacao,mae,15 a 30 min,2 a 5h,nenhuma,nao,nao,sim,sim,sim,sim,sim,nao,boa,medio,bastante,baixo,baixo,boa,8,12,10,11
268,gabriel pereira,masculino,18,urbano,>3 pessoas,juntos,superior,fund. ii,saude,outro,reputacao,pai,menos de 15 min,2 a 5h,nenhuma,nao,sim,sim,sim,sim,sim,sim,sim,excelente,bastante,muito,muito baixo,medio,muito boa,10,10,9,10
269,gabriel pereira,feminino,18,rural,>3 pessoas,juntos,fund. ii,fund. i,outro,outro,reputacao,mae,15 a 30 min,2 a 5h,nenhuma,nao,sim,nao,nao,sim,nao,sim,sim,boa,medio,muito,muito baixo,baixo,regular,0,6,0,0
270,gabriel pereira,feminino,19,urbano,>3 pessoas,juntos,ensino medio,ensino medio,outro,servicos,proximidade,outro,menos de 15 min,2 a 5h,2 vezes,nao,sim,sim,sim,sim,sim,sim,nao,boa,medio,muito,medio,medio,muito boa,15,9,9,9
271,gabriel pereira,feminino,18,urbano,>3 pessoas,juntos,fund. ii,ensino medio,outro,servicos,reputacao,pai,menos de 15 min,mais de 10h,nenhuma,nao,sim,sim,sim,sim,sim,sim,sim,boa,muito,muito,muito baixo,medio,ruim,4,15,14,14
272,gabriel pereira,feminino,18,urbano,<=3 pessoas,juntos,fund. i,fund. i,outro,outro,proximidade,mae,15 a 30 min,2 a 5h,nenhuma,nao,sim,sim,nao,nao,sim,nao,nao,boa,bastante,medio,muito baixo,muito baixo,regular,2,11,11,11
273,gabriel pereira,masculino,17,rural,>3 pessoas,juntos,fund. i,fund. ii,do lar,do lar,proximidade,mae,menos de 15 min,2 a 5h,nenhuma,nao,sim,sim,sim,nao,sim,nao,sim,regular,muito,pouco,baixo,baixo,muito ruim,2,15,14,14
274,gabriel pereira,feminino,17,urbano,>3 pessoas,juntos,fund. ii,superior,do lar,saude,reputacao,mae,15 a 30 min,2 a 5h,nenhuma,nao,sim,sim,nao,sim,sim,sim,sim,boa,medio,medio,muito baixo,muito baixo,muito ruim,2,10,10,10
275,gabriel pereira,feminino,17,urbano,<=3 pessoas,juntos,fund. ii,fund. ii,servicos,outro,curso,mae,15 a 30 min,2 a 5h,nenhuma,sim,sim,sim,nao,sim,sim,sim,sim,boa,bastante,bastante,baixo,medio,muito boa,6,12,12,12
276,gabriel pereira,feminino,18,rural,>3 pessoas,separados,ensino medio,fund. ii,outro,servicos,proximidade,mae,15 a 30 min,2 a 5h,nenhuma,nao,nao,nao,nao,nao,nao,sim,sim,boa,muito pouco,muito pouco,muito baixo,muito baixo,muito boa,75,10,9,9
277,gabriel pereira,masculino,18,urbano,>3 pessoas,juntos,superior,superior,professor(a),servicos,proximidade,mae,15 a 30 min,menos de 2h,nenhuma,nao,nao,sim,sim,sim,sim,sim,nao,regular,pouco,bastante,muito baixo,alto,regular,22,9,9,9
278,gabriel pereira,feminino,18,urbano,>3 pessoas,juntos,superior,superior,saude,saude,reputacao,pai,menos de 15 min,2 a 5h,1 vez,sim,sim,nao,sim,sim,sim,sim,sim,ruim,bastante,bastante,muito baixo,muito baixo,boa,15,9,8,8
279,gabriel pereira,masculino,18,urbano,<=3 pessoas,juntos,superior,ensino medio,professor(a),servicos,curso,mae,15 a 30 min,menos de 2h,nenhuma,nao,nao,sim,sim,sim,sim,sim,nao,boa,pouco,medio,muito baixo,baixo,muito ruim,8,10,11,10
280,gabriel pereira,masculino,17,urbano,<=3 pessoas,separados,superior,fund. i,servicos,outro,proximidade,mae,15 a 30 min,menos de 2h,nenhuma,nao,nao,sim,sim,sim,sim,sim,sim,boa,muito,bastante,baixo,alto,muito boa,30,8,8,8
281,gabriel pereira,masculino,17,urbano,<=3 pessoas,separados,ensino medio,fund. ii,professor(a),servicos,proximidade,mae,menos de 15 min,menos de 2h,1 vez,nao,nao,nao,nao,sim,sim,sim,nao,boa,bastante,bastante,medio,alto,regular,19,11,9,10
282,gabriel pereira,feminino,18,rural,<=3 pessoas,juntos,fund. i,fund. i,do lar,outro,reputacao,mae,15 a 30 min,mais de 10h,nenhuma,nao,sim,sim,sim,sim,sim,nao,nao,excelente,pouco,pouco,muito baixo,muito baixo,regular,1,12,12,12
283,gabriel pereira,feminino,18,urbano,>3 pessoas,juntos,fund. i,fund. i,outro,outro,proximidade,mae,15 a 30 min,2 a 5h,nenhuma,sim,nao,nao,sim,sim,sim,sim,nao,excelente,bastante,bastante,muito baixo,muito baixo,boa,4,8,9,10
284,gabriel pereira,feminino,17,urbano,>3 pessoas,juntos,fund. ii,fund. ii,outro,outro,curso,mae,menos de 15 min,2 a 5h,nenhuma,nao,sim,nao,nao,nao,sim,sim,nao,excelente,bastante,muito,muito baixo,baixo,muito boa,4,10,9,11
285,gabriel pereira,masculino,17,urbano,>3 pessoas,juntos,fund. i,fund. i,outro,outro,reputacao,pai,menos de 15 min,2 a 5h,nenhuma,nao,nao,sim,nao,nao,sim,sim,nao,boa,medio,medio,muito baixo,baixo,boa,2,12,10,11
286,gabriel pereira,feminino,18,urbano,>3 pessoas,juntos,fund. ii,fund. ii,do lar,do lar,outro,mae,menos de 15 min,5 a 10h,nenhuma,nao,sim,sim,nao,sim,sim,sim,nao,boa,medio,medio,muito baixo,baixo,ruim,5,18,18,19
287,gabriel pereira,feminino,17,urbano,>3 pessoas,juntos,fund. i,fund. i,servicos,professor(a),reputacao,mae,menos de 15 min,5 a 10h,nenhuma,nao,sim,sim,nao,sim,sim,sim,nao,boa,medio,medio,muito baixo,muito baixo,regular,6,13,12,12
288,gabriel pereira,masculino,18,urbano,>3 pessoas,juntos,fund. ii,fund. i,servicos,servicos,reputacao,mae,menos de 15 min,5 a 10h,nenhuma,nao,nao,sim,sim,sim,sim,sim,nao,boa,pouco,bastante,muito baixo,medio,ruim,6,15,14,14
289,gabriel pereira,masculino,18,urbano,<=3 pessoas,separados,superior,superior,professor(a),professor(a),reputacao,mae,menos de 15 min,2 a 5h,nenhuma,nao,sim,sim,sim,sim,sim,sim,nao,excelente,bastante,medio,muito baixo,muito baixo,ruim,9,15,13,15
290,gabriel pereira,masculino,18,urbano,>3 pessoas,juntos,superior,fund. ii,professor(a),outro,proximidade,mae,menos de 15 min,2 a 5h,nenhuma,nao,sim,sim,sim,sim,sim,sim,sim,boa,medio,pouco,muito baixo,alto,muito boa,11,12,11,11
291,gabriel pereira,feminino,17,urbano,>3 pessoas,juntos,superior,ensino medio,saude,servicos,reputacao,mae,menos de 15 min,5 a 10h,nenhuma,nao,sim,sim,nao,sim,sim,sim,nao,boa,pouco,pouco,muito baixo,baixo,regular,0,15,15,15
292,gabriel pereira,feminino,18,urbano,<=3 pessoas,juntos,fund. ii,fund. i,servicos,do lar,reputacao,mae,menos de 15 min,2 a 5h,1 vez,nao,nao,nao,nao,sim,sim,sim,sim,excelente,bastante,medio,muito baixo,muito baixo,muito boa,12,12,12,13
293,gabriel pereira,feminino,17,rural,<=3 pessoas,juntos,ensino medio,fund. i,servicos,outro,reputacao,mae,15 a 30 min,mais de 10h,nenhuma,nao,sim,sim,nao,sim,sim,nao,nao,regular,muito pouco,pouco,muito baixo,muito baixo,regular,6,18,18,18
294,gabriel pereira,masculino,18,rural,<=3 pessoas,juntos,ensino medio,fund. ii,servicos,outro,reputacao,mae,15 a 30 min,5 a 10h,nenhuma,nao,sim,sim,sim,sim,sim,sim,nao,excelente,bastante,pouco,muito baixo,muito baixo,boa,8,14,13,14
